Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_Level_1,Effect_Level_2,Effect_Level_3,Effect_Level_4,Effect_Level_5,Flavor_1,Flavor_2,Flavor_3,Leafly_Name,Medicinal_1,Medicinal_2,Medicinal_3,Medicinal_4,Medicinal_5,Medicinal_Level_1,Medicinal_Level_2,Medicinal_Level_3,Medicinal_Level_4,Medicinal_Level_5,Name,Negative_1,Negative_2,Negative_3,Negative_4,Negative_5,Negative_Level_1,Negative_Level_2,Negative_Level_3,Negative_Level_4,Negative_Level_5,Number_of_Reviews,Rating,Type
Euphoric,Relaxed,Uplifted,Happy,Energetic,width:100%,width:100%,width:75%,width:75%,width:75%,,,,Sin,Stress,Pain,Inflammation,Depression,Muscle Spasms,width:100%,width:100%,width:75%,width:75%,width:75%,South Indian Sativa,Dry Mouth,Anxious,Dry Eyes,Dizzy,Headache,width:100%,width:33%,width:33%,width:16%,width:16%,11,4.3,Sativa
Uplifted,Euphoric,Creative,Energetic,Focused,width:100%,width:92%,width:74%,width:59%,width:59%,1. Lemon,2. Pungent,,Sli,Headaches,Seizures,,,,width:100%,width:100%,,,,Southern Lights,Dry Eyes,Dry Mouth,,,,width:100%,width:50%,,,,9,3.9,Sativa
Euphoric,Happy,Uplifted,Creative,Relaxed,width:100%,width:95%,width:76%,width:71%,width:70%,1. Citrus,2. Diesel,3. Woody,Spb,Stress,Depression,Inflammation,Headaches,Insomnia,width:100%,width:70%,width:43%,width:32%,width:31%,Space Bomb,Dry Mouth,Dry Eyes,Dizzy,Anxious,Paranoid,width:100%,width:78%,width:34%,width:17%,width:10%,97,4.4,Hybrid
Happy,Uplifted,Euphoric,Giggly,Creative,width:100%,width:100%,width:83%,width:83%,width:83%,1. Nutty,2. Spicy/Herbal,3. Berry,Cke,Depression,Fatigue,Muscle Spasms,Stress,Inflammation,width:100%,width:74%,width:74%,width:74%,width:50%,Space Cake,Dry Mouth,,,,,width:100%,,,,,9,5.0,Hybrid
Euphoric,Relaxed,Tingly,Energetic,Hungry,width:100%,width:94%,width:79%,width:73%,width:64%,1. Sweet,2. Earthy,3. Apple,Spa,Stress,Fatigue,Depression,Insomnia,Spasticity,width:100%,width:60%,width:43%,width:32%,width:28%,Space Candy,Dry Mouth,Dry Eyes,Anxious,Dizzy,Headache,width:100%,width:53%,width:47%,width:46%,width:1%,94,4.6,Hybrid
Relaxed,Happy,Talkative,Euphoric,Uplifted,width:100%,width:65%,width:64%,width:54%,width:52%,1. Sweet,2. Citrus,3. Earthy,Scc,Pain,Stress,Depression,Fatigue,Muscle Spasms,width:100%,width:72%,width:71%,width:63%,width:62%,Space Cream,Dry Mouth,Paranoid,Anxious,Dry Eyes,Headache,width:100%,width:74%,width:72%,width:4%,width:2%,25,4.8,Hybrid
Euphoric,Relaxed,Uplifted,Focused,Sleepy,width:100%,width:98%,width:90%,width:78%,width:55%,1. Pine,2. Spicy/Herbal,3. Tobacco,Sdg,Headaches,Stress,Pain,Depression,Insomnia,width:100%,width:80%,width:76%,width:61%,width:59%,Space Dawg,Dry Mouth,Dry Eyes,Dizzy,Headache,Paranoid,width:100%,width:87%,width:8%,width:6%,width:4%,49,4.4,Indica
Creative,Uplifted,Focused,Energetic,Euphoric,width:100%,width:92%,width:92%,width:84%,width:69%,,,,Spj,Pain,Stress,Depression,Fatigue,Nausea,width:100%,width:100%,width:50%,width:50%,width:12%,Space Jill,Dry Mouth,Dry Eyes,Dizzy,Paranoid,,width:100%,width:70%,width:30%,width:10%,,24,3.7,Sativa
Relaxed,Euphoric,Sleepy,Creative,Happy,width:100%,width:66%,width:66%,width:33%,width:33%,1. Chemical,2. Pear,3. Ammonia,Spt,Stress,Cramps,Fatigue,Headaches,Inflammation,width:100%,width:50%,width:50%,width:50%,width:50%,Space Monster,Dizzy,Dry Mouth,Headache,,,width:100%,width:100%,width:100%,,,4,4.3,Indica
Uplifted,Happy,Relaxed,Euphoric,Hungry,width:100%,width:89%,width:89%,width:89%,width:89%,1. Pungent,2. Pine,3. Chemical,Spn,Depression,Stress,Fatigue,Headaches,Pain,width:100%,width:94%,width:82%,width:82%,width:76%,Space Needle,Dry Mouth,Dry Eyes,Anxious,Dizzy,,width:100%,width:86%,width:6%,width:6%,,12,3.9,Sativa
,,,,,,,,,,,,,Spc,,,,,,,,,,,Space Poison,,,,,,,,,,,1,4.0,Hybrid
Happy,Uplifted,Euphoric,Relaxed,Giggly,width:100%,width:87%,width:78%,width:62%,width:59%,1. Earthy,2. Sweet,3. Flowery,Sq,Stress,Depression,Pain,Nausea,Fatigue,width:100%,width:66%,width:39%,width:34%,width:32%,Space Queen,Dry Mouth,Dry Eyes,Dizzy,Paranoid,Headache,width:100%,width:52%,width:14%,width:14%,width:12%,568,4.4,Hybrid
Happy,Euphoric,Energetic,Focused,Uplifted,width:100%,width:98%,width:96%,width:94%,width:67%,1. Flowery,2. Earthy,3. Sweet,Spk,Headaches,Nausea,Eye Pressure,Inflammation,Depression,width:100%,width:100%,width:99%,width:99%,width:4%,Special K,Dry Mouth,Dry Eyes,,,,width:100%,width:66%,,,,17,4.5,Hybrid
Relaxed,Euphoric,Happy,Hungry,Uplifted,width:100%,width:70%,width:60%,width:50%,width:40%,1. Earthy,2. Woody,3. Sweet,Sp1,Pain,Insomnia,Lack of Appetite,Depression,Stress,width:100%,width:66%,width:50%,width:50%,width:50%,Special Kush #1,Dry Mouth,Dry Eyes,,,,width:100%,width:25%,,,,17,4.6,Indica
Relaxed,Happy,Euphoric,Uplifted,Creative,width:100%,width:66%,width:50%,width:50%,width:33%,,,,Spe,Depression,Stress,Inflammation,Insomnia,Pain,width:100%,width:100%,width:66%,width:66%,width:66%,Special Sauce,Paranoid,,,,,width:100%,,,,,7,4.7,Hybrid
Focused,Relaxed,Talkative,,,width:100%,width:100%,width:100%,,,1. Citrus,2. Earthy,3. Spicy/Herbal,Spy,Eye Pressure,,,,,width:100%,,,,,Spicy Disco,,,,,,,,,,,1,4.0,Hybrid
Euphoric,Relaxed,Happy,Uplifted,Creative,width:100%,width:83%,width:73%,width:53%,width:46%,1. Sweet,2. Grape,3. Mango,Sdp,,,,,,,,,,,Spiked Punch,Dry Mouth,Headache,,,,width:100%,width:100%,,,,5,4.4,Hybrid
Relaxed,Euphoric,Uplifted,Happy,Creative,width:100%,width:90%,width:63%,width:60%,width:46%,,,,S76,Pain,Depression,Stress,Fatigue,Inflammation,width:100%,width:95%,width:95%,width:13%,width:9%,Spirit of '76,Dry Mouth,Dizzy,Anxious,Dry Eyes,,width:100%,width:50%,width:25%,width:25%,,30,4.6,Hybrid
Creative,Energetic,Euphoric,Focused,Happy,width:100%,width:100%,width:100%,width:100%,width:100%,1. Berry,2. Strawberry,3. Sweet,Sfs,Fatigue,Lack of Appetite,Stress,,,width:100%,width:100%,width:100%,,,Spliff’s Strawberry,,,,,,,,,,,5,4.6,Sativa
Euphoric,Focused,Relaxed,Uplifted,Creative,width:100%,width:73%,width:36%,width:31%,width:5%,,,,Spi,Depression,Insomnia,Eye Pressure,Fatigue,Headaches,width:100%,width:7%,width:7%,width:7%,width:7%,Spoetnik #1,Dry Mouth,Paranoid,Dizzy,Dry Eyes,,width:100%,width:100%,width:8%,width:8%,,5,4.8,Indica
Happy,Relaxed,Sleepy,Uplifted,,width:100%,width:100%,width:100%,width:100%,,1. Sweet,,,Spm,,,,,,,,,,,Spumoni,,,,,,,,,,,1,5.0,Hybrid
Happy,Uplifted,Relaxed,Energetic,Focused,width:100%,width:100%,width:87%,width:75%,width:75%,1. Flowery,2. Sweet,3. Tea,Spu,Depression,Stress,Pain,Muscle Spasms,Headaches,width:100%,width:80%,width:80%,width:60%,width:60%,Sputnik,Dry Mouth,Dry Eyes,Anxious,Dizzy,Headache,width:100%,width:80%,width:20%,width:20%,width:20%,19,4.5,Sativa
Creative,Focused,Happy,Uplifted,Energetic,width:100%,width:100%,width:100%,width:100%,width:66%,1. Citrus,2. Earthy,3. Flowery,Smn,Depression,Headaches,Insomnia,Muscle Spasms,Pain,width:100%,width:100%,width:100%,width:100%,width:100%,Spyder Mon,,,,,,,,,,,3,5.0,Hybrid
Happy,Euphoric,Giggly,Relaxed,Sleepy,width:100%,width:66%,width:66%,width:66%,width:66%,1. Earthy,2. Berry,3. Citrus,R47,Depression,Insomnia,Lack of Appetite,Nausea,Stress,width:100%,width:100%,width:50%,width:50%,width:50%,Star 47,Dizzy,,,,,width:100%,,,,,3,4.3,Hybrid
Relaxed,Happy,Uplifted,Euphoric,Energetic,width:100%,width:96%,width:96%,width:95%,width:93%,1. Berry,2. Citrus,3. Sweet,Sbr,Stress,Pain,Insomnia,Fatigue,Inflammation,width:100%,width:80%,width:59%,width:40%,width:40%,Star Berry Indica,Dry Mouth,Dry Eyes,Paranoid,,,width:100%,width:50%,width:50%,,,12,4.6,Indica
Relaxed,Euphoric,Happy,Sleepy,Uplifted,width:100%,width:76%,width:74%,width:61%,width:49%,1. Earthy,2. Citrus,3. Pungent,Skl,Stress,Depression,Pain,Insomnia,Inflammation,width:100%,width:84%,width:80%,width:80%,width:41%,Star Killer,Dry Mouth,Dry Eyes,Dizzy,Anxious,Paranoid,width:100%,width:91%,width:46%,width:38%,width:23%,235,4.6,Indica
Relaxed,Hungry,Happy,Tingly,Euphoric,width:100%,width:80%,width:25%,width:25%,width:17%,1. Pungent,2. Earthy,3. Citrus,Smk,Stress,Depression,Insomnia,Pain,Lack of Appetite,width:100%,width:97%,width:97%,width:5%,width:2%,Star Master Kush,Dry Mouth,Dry Eyes,,,,width:100%,width:15%,,,,19,4.7,Indica
Relaxed,Focused,Hungry,Uplifted,Euphoric,width:100%,width:82%,width:74%,width:64%,width:35%,1. Skunk,2. Lime,3. Pine,Spu,Stress,Depression,Pain,Insomnia,Headaches,width:100%,width:80%,width:66%,width:26%,width:20%,Star Pupil,Dry Mouth,,,,,width:100%,,,,,12,4.8,Hybrid
Focused,Happy,Relaxed,Creative,Sleepy,width:100%,width:98%,width:92%,width:86%,width:71%,1. Woody,2. Earthy,3. Lavender,Stn,Stress,Pain,Depression,Inflammation,Headaches,width:100%,width:100%,width:97%,width:19%,width:17%,Star Tonic,Dry Eyes,Dry Mouth,,,,width:100%,width:100%,,,,36,4.7,Hybrid
Relaxed,Happy,Euphoric,Sleepy,Uplifted,width:100%,width:85%,width:85%,width:84%,width:19%,1. Menthol,2. Earthy,3. Chemical,Srb,Insomnia,Stress,Depression,Fatigue,Pain,width:100%,width:92%,width:72%,width:62%,width:25%,StarBud,Dry Mouth,Dry Eyes,Anxious,Dizzy,Headache,width:100%,width:72%,width:18%,width:18%,width:9%,57,4.6,Indica
Happy,Relaxed,Euphoric,Uplifted,Energetic,width:100%,width:86%,width:70%,width:70%,width:48%,1. Earthy,2. Diesel,3. Pine,Sta,Stress,Depression,Pain,Lack of Appetite,Headaches,width:100%,width:74%,width:67%,width:43%,width:33%,Stardawg,Dry Mouth,Dry Eyes,Anxious,Dizzy,Paranoid,width:100%,width:46%,width:30%,width:24%,width:13%,494,4.4,Hybrid
Relaxed,Sleepy,Uplifted,Euphoric,Aroused,width:100%,width:100%,width:57%,width:42%,width:28%,1. Diesel,2. Chemical,3. Chestnut,S91,Depression,Insomnia,Stress,,,width:100%,width:100%,width:100%,,,Stardawg 91,,,,,,,,,,,3,5.0,Indica
Happy,Relaxed,Euphoric,Uplifted,Creative,width:100%,width:93%,width:93%,width:92%,width:13%,1. Tropical,2. Flowery,3. Pungent,Srg,Stress,Depression,Pain,Insomnia,Headaches,width:100%,width:99%,width:10%,width:7%,width:6%,Stardawg Guava,Dry Mouth,Dry Eyes,Anxious,Paranoid,Dizzy,width:100%,width:90%,width:33%,width:28%,width:23%,51,4.6,Sativa
Happy,Euphoric,Giggly,Uplifted,Hungry,width:100%,width:96%,width:81%,width:78%,width:73%,1. Sweet,2. Citrus,3. Flowery,Stf,Stress,Pain,Insomnia,Depression,Headaches,width:100%,width:56%,width:46%,width:42%,width:40%,Starfighter,Dry Mouth,Anxious,Paranoid,Dizzy,Dry Eyes,width:100%,width:80%,width:74%,width:32%,width:32%,52,4.3,Hybrid
Aroused,Creative,Energetic,Euphoric,Focused,width:100%,width:100%,width:100%,width:100%,width:100%,,,,Srm,Depression,,,,,width:100%,,,,,Starman,Dry Mouth,,,,,width:100%,,,,,1,5.0,Hybrid
Uplifted,Euphoric,Focused,Energetic,Relaxed,width:100%,width:100%,width:100%,width:95%,width:95%,,,,Sn,Depression,Stress,Lack of Appetite,Pain,Fatigue,width:100%,width:95%,width:73%,width:26%,width:17%,Starry Night,Dry Mouth,Dry Eyes,,,,width:100%,width:33%,,,,21,4.6,Hybrid
,,,,,,,,,,,,,Stq,,,,,,,,,,,Stashsquatch,,,,,,,,,,,,,Hybrid
Happy,Uplifted,Energetic,Relaxed,Hungry,width:100%,width:96%,width:96%,width:93%,width:87%,1. Blueberry,2. Pungent,3. Pine,Sbl,Fatigue,Stress,Pain,Muscle Spasms,Depression,width:100%,width:98%,width:96%,width:91%,width:8%,Stella Blue,Headache,Dry Mouth,Dry Eyes,Paranoid,,width:100%,width:12%,width:5%,width:1%,,24,4.5,Sativa
Relaxed,Happy,Sleepy,Euphoric,Focused,width:100%,width:55%,width:47%,width:8%,width:7%,1. Earthy,2. Woody,3. Mint,Shk,Pain,Insomnia,Stress,Fatigue,Inflammation,width:100%,width:95%,width:14%,width:11%,width:9%,Stephen Hawking Kush,Dry Mouth,Dry Eyes,Dizzy,Headache,Paranoid,width:100%,width:9%,width:1%,width:1%,width:1%,53,4.6,Indica
Uplifted,Focused,Relaxed,Hungry,Sleepy,width:100%,width:95%,width:92%,width:90%,width:83%,1. Earthy,2. Pine,3. Flowery,Stw,Pain,Depression,Stress,Lack of Appetite,Insomnia,width:100%,width:92%,width:92%,width:88%,width:87%,Stevie Wonder,Dry Mouth,Dry Eyes,Headache,,,width:100%,width:94%,width:1%,,,22,4.7,Hybrid
Giggly,Happy,Relaxed,Sleepy,Tingly,width:100%,width:100%,width:100%,width:100%,width:75%,1. Earthy,2. Pungent,3. Woody,Skp,Pain,Depression,Headaches,Insomnia,Nausea,width:100%,width:87%,width:50%,width:50%,width:50%,Stinky Pete,Dry Mouth,Anxious,,,,width:100%,width:75%,,,,5,5.0,Hybrid
Creative,Energetic,Euphoric,,,width:100%,width:100%,width:100%,,,,,,Sfr,,,,,,,,,,,Stoopid Fruits,,,,,,,,,,,2,4.5,Hybrid
Euphoric,Happy,Creative,Uplifted,Energetic,width:100%,width:100%,width:82%,width:82%,width:31%,1. Sweet,2. Pungent,3. Citrus,Stz,Stress,Depression,Headaches,Cramps,Pain,width:100%,width:79%,width:79%,width:68%,width:20%,Straight A's Haze,Dry Mouth,Headache,Paranoid,,,width:100%,width:100%,width:100%,,,3,5.0,Sativa
,,,,,,,,,,,,,Sbw,,,,,,,,,,,Strange Brew,,,,,,,,,,,,,Hybrid
,,,,,,,,,,,,,Snc,,,,,,,,,,,Strawberries & Cream,,,,,,,,,,,,,Hybrid
Happy,Uplifted,Creative,Energetic,Relaxed,width:100%,width:88%,width:67%,width:64%,width:59%,,,,Str,Pain,Depression,Stress,Cramps,Muscle Spasms,width:100%,width:87%,width:82%,width:48%,width:20%,Strawberry,Dry Eyes,Dry Mouth,Dizzy,Headache,Paranoid,width:100%,width:61%,width:49%,width:22%,width:21%,172,4.4,Sativa
Relaxed,Focused,,,,width:100%,width:12%,,,,1. Strawberry,2. Citrus,3. Earthy,Sku,Depression,Insomnia,Stress,,,width:100%,width:100%,width:100%,,,Strawberry Alien Kush,,,,,,,,,,,2,4.0,Hybrid
Relaxed,Giggly,Happy,Aroused,Euphoric,width:100%,width:86%,width:66%,width:62%,width:53%,1. Strawberry,2. Flowery,3. Sweet,Sba,Stress,Depression,Headaches,Insomnia,Fatigue,width:100%,width:98%,width:49%,width:47%,width:40%,Strawberry Amnesia,Dry Mouth,Dry Eyes,Dizzy,Anxious,Headache,width:100%,width:35%,width:8%,width:5%,width:3%,47,4.5,Sativa
Relaxed,Happy,Euphoric,Uplifted,Sleepy,width:100%,width:88%,width:85%,width:60%,width:50%,1. Strawberry,2. Sweet,3. Berry,Stb,Stress,Depression,Pain,Insomnia,Headaches,width:100%,width:81%,width:65%,width:61%,width:52%,Strawberry Banana,Dry Mouth,Dry Eyes,Dizzy,Anxious,Paranoid,width:100%,width:84%,width:36%,width:35%,width:21%,430,4.5,Hybrid
Energetic,Focused,Uplifted,Euphoric,Happy,width:100%,width:92%,width:78%,width:64%,width:64%,1. Lemon,2. Flowery,3. Strawberry,Syb,Stress,Depression,Fatigue,Pain,Lack of Appetite,width:100%,width:94%,width:64%,width:52%,width:47%,Strawberry Blonde,Dry Mouth,,,,,width:100%,,,,,14,4.5,Sativa
Euphoric,Uplifted,Relaxed,Happy,Energetic,width:100%,width:94%,width:72%,width:51%,width:47%,1. Strawberry,2. Tropical,3. Sweet,Sbo,Headaches,Inflammation,Stress,Insomnia,Lack of Appetite,width:100%,width:100%,width:56%,width:53%,width:53%,Strawberry Blondie,Dry Eyes,Paranoid,Anxious,Dry Mouth,,width:100%,width:98%,width:49%,width:3%,,27,4.9,Hybrid
Happy,Energetic,Uplifted,Relaxed,Euphoric,width:100%,width:97%,width:95%,width:94%,width:91%,1. Berry,2. Sweet,3. Tropical,Sbu,Stress,Depression,Pain,Nausea,Muscle Spasms,width:100%,width:98%,width:97%,width:93%,width:92%,Strawberry Blue,Dry Mouth,Dry Eyes,Dizzy,Headache,,width:100%,width:88%,width:33%,width:11%,,54,4.2,Sativa
Relaxed,Happy,Euphoric,Uplifted,Sleepy,width:100%,width:82%,width:68%,width:66%,width:51%,1. Strawberry,2. Sweet,3. Cheese,Stc,Stress,Pain,Depression,Lack of Appetite,Insomnia,width:100%,width:87%,width:86%,width:69%,width:67%,Strawberry Cheesecake,Dry Mouth,Dry Eyes,Paranoid,Headache,Dizzy,width:100%,width:73%,width:26%,width:19%,width:11%,152,4.4,Indica
Happy,Uplifted,Euphoric,Energetic,Relaxed,width:100%,width:92%,width:86%,width:72%,width:63%,1. Strawberry,2. Sweet,3. Berry,Sc,Stress,Depression,Pain,Fatigue,Lack of Appetite,width:100%,width:88%,width:61%,width:39%,width:34%,Strawberry Cough,Dry Mouth,Dry Eyes,Dizzy,Paranoid,Anxious,width:100%,width:67%,width:34%,width:31%,width:17%,2263,4.3,Sativa
Happy,Relaxed,Euphoric,Uplifted,Energetic,width:100%,width:81%,width:70%,width:69%,width:65%,1. Strawberry,2. Diesel,3. Sweet,Swd,Depression,Stress,Pain,Insomnia,Lack of Appetite,width:100%,width:85%,width:80%,width:53%,width:46%,Strawberry Diesel,Dry Mouth,Dizzy,Dry Eyes,Paranoid,Headache,width:100%,width:25%,width:22%,width:13%,width:2%,289,4.4,Hybrid
Hungry,Happy,Euphoric,Relaxed,Uplifted,width:100%,width:98%,width:89%,width:85%,width:63%,,,,Stm,Stress,Depression,Nausea,Inflammation,Fatigue,width:100%,width:82%,width:62%,width:57%,width:33%,Strawberry Dream,Dry Mouth,Dry Eyes,Dizzy,Anxious,Paranoid,width:100%,width:5%,width:3%,width:1%,width:1%,64,4.5,Hybrid
Focused,Euphoric,Uplifted,Happy,Hungry,width:100%,width:95%,width:61%,width:52%,width:47%,1. Strawberry,2. Diesel,3. Sweet,Sdu,Depression,Stress,Fatigue,,,width:100%,width:100%,width:90%,,,Strawberry Durban Diesel,,,,,,,,,,,6,4.4,Sativa
Relaxed,Happy,Euphoric,Hungry,Uplifted,width:100%,width:74%,width:66%,width:47%,width:44%,1. Strawberry,2. Sweet,3. Berry,Sfd,Insomnia,Stress,Headaches,Pain,Lack of Appetite,width:100%,width:92%,width:71%,width:68%,width:56%,Strawberry Fields,Paranoid,Dry Mouth,Dry Eyes,Anxious,Headache,width:100%,width:84%,width:57%,width:56%,width:11%,146,4.6,Indica
Hungry,Uplifted,Euphoric,Tingly,Relaxed,width:100%,width:100%,width:100%,width:95%,width:45%,1. Sweet,2. Strawberry,3. Vanilla,Sbf,Stress,Depression,Lack of Appetite,Pain,Fatigue,width:100%,width:97%,width:97%,width:94%,width:92%,Strawberry Frost,Dry Mouth,Headache,,,,width:100%,width:100%,,,,8,5.0,Indica
Happy,Talkative,Focused,Uplifted,Euphoric,width:100%,width:81%,width:78%,width:71%,width:70%,,,,Sti,Stress,Lack of Appetite,Fatigue,Pain,Depression,width:100%,width:96%,width:67%,width:66%,width:61%,Strawberry Ice,Dry Mouth,Dry Eyes,Paranoid,Dizzy,Anxious,width:100%,width:63%,width:21%,width:16%,width:12%,64,4.7,Sativa
Happy,Relaxed,Uplifted,Sleepy,Euphoric,width:100%,width:99%,width:65%,width:65%,width:54%,1. Strawberry,2. Sweet,3. Earthy,Stk,Stress,Depression,Insomnia,Lack of Appetite,Pain,width:100%,width:80%,width:61%,width:57%,width:49%,Strawberry Kush,Dry Mouth,Dry Eyes,Paranoid,Anxious,Dizzy,width:100%,width:93%,width:60%,width:18%,width:13%,392,4.2,Hybrid
Relaxed,Uplifted,Euphoric,Happy,Focused,width:100%,width:92%,width:69%,width:53%,width:53%,1. Lemon,2. Strawberry,3. Rose,Stl,Stress,Depression,Pain,Fatigue,Headaches,width:100%,width:86%,width:56%,width:38%,width:27%,Strawberry Lemonade,Dry Mouth,Dry Eyes,Anxious,Dizzy,Paranoid,width:100%,width:92%,width:38%,width:16%,width:15%,183,4.3,Sativa
Relaxed,Happy,Uplifted,Aroused,Tingly,width:100%,width:100%,width:97%,width:81%,width:14%,1. Strawberry,2. Sweet,3. Berry,Sms,Stress,Depression,Headaches,Insomnia,Pain,width:100%,width:66%,width:66%,width:66%,width:66%,Strawberry Milkshake,Headache,Dry Eyes,,,,width:100%,width:28%,,,,14,4.2,Hybrid
Happy,Relaxed,Euphoric,Hungry,Giggly,width:100%,width:66%,width:66%,width:58%,width:51%,1. Strawberry,2. Diesel,3. Flowery,Sbg,Stress,Inflammation,Eye Pressure,Cramps,Depression,width:100%,width:65%,width:57%,width:56%,width:48%,Strawberry OG,Dry Mouth,Dizzy,Dry Eyes,Anxious,Paranoid,width:100%,width:81%,width:47%,width:40%,width:4%,46,4.5,Hybrid
Uplifted,Creative,Relaxed,Happy,Focused,width:100%,width:95%,width:80%,width:74%,width:64%,1. Strawberry,2. Sweet,3. Grape,Ss,Stress,Depression,Fatigue,Pain,Insomnia,width:100%,width:89%,width:40%,width:40%,width:30%,Strawberry Satori,Paranoid,Anxious,Dry Mouth,,,width:100%,width:50%,width:50%,,,25,4.5,Sativa
Relaxed,Creative,Happy,Euphoric,Focused,width:100%,width:83%,width:68%,width:68%,width:52%,1. Strawberry,2. Sweet,3. Flowery,Sbc,Insomnia,Lack of Appetite,Pain,Stress,Inflammation,width:100%,width:82%,width:82%,width:82%,width:66%,Strawberry Shortcake,Dry Eyes,Dry Mouth,Anxious,,,width:100%,width:77%,width:58%,,,28,4.6,Indica
Happy,Euphoric,Energetic,Uplifted,Talkative,width:100%,width:100%,width:75%,width:75%,width:75%,,,,Ssc,Stress,Depression,Pain,Headaches,Inflammation,width:100%,width:80%,width:60%,width:60%,width:40%,Strawberry Snow Cone,,,,,,,,,,,5,4.6,Hybrid
,,,,,,,,,,,,,Saw,,,,,,,,,,,Strawberry Sorbet,,,,,,,,,,,1,5.0,Hybrid
Happy,Uplifted,Euphoric,Energetic,Relaxed,width:100%,width:68%,width:63%,width:56%,width:54%,,,,Sub,Stress,Lack of Appetite,Nausea,Pain,Fatigue,width:100%,width:13%,width:13%,width:13%,width:8%,Sublime,Dry Mouth,Dry Eyes,Anxious,Headache,,width:100%,width:51%,width:2%,width:2%,,23,4.3,Sativa
Relaxed,Happy,Euphoric,Uplifted,Sleepy,width:100%,width:61%,width:55%,width:44%,width:35%,1. Earthy,2. Flowery,3. Rose,Sbk,Stress,Pain,Depression,Headaches,Insomnia,width:100%,width:80%,width:69%,width:65%,width:65%,Sugar Black Rose,Dry Mouth,Dry Eyes,Dizzy,Headache,Anxious,width:100%,width:44%,width:39%,width:35%,width:29%,225,4.5,Indica
,,,,,,,,,,,,,Sgb,,,,,,,,,,,Sugar Breath,,,,,,,,,,,1,5.0,Hybrid
,,,,,,,,,,,,,Sca,,,,,,,,,,,Sugar Calyx,,,,,,,,,,,,,Hybrid
Relaxed,Sleepy,Happy,Euphoric,Uplifted,width:100%,width:80%,width:58%,width:53%,width:52%,1. Sweet,2. Vanilla,3. Skunk,Sug,Pain,Stress,Lack of Appetite,Nausea,Headaches,width:100%,width:98%,width:93%,width:91%,width:80%,Sugar Cookie,Dry Eyes,Dry Mouth,Dizzy,Anxious,Headache,width:100%,width:88%,width:55%,width:1%,width:1%,210,4.4,Hybrid
Relaxed,Euphoric,Talkative,Sleepy,Happy,width:100%,width:60%,width:49%,width:41%,width:34%,,,,Sgk,Stress,Depression,Nausea,Insomnia,Eye Pressure,width:100%,width:96%,width:61%,width:52%,width:46%,Sugar Kush,Dizzy,Dry Mouth,Dry Eyes,Anxious,Paranoid,width:100%,width:91%,width:89%,width:1%,width:1%,69,4.1,Indica
Relaxed,Euphoric,Happy,Uplifted,Tingly,width:100%,width:100%,width:69%,width:61%,width:46%,1. Sweet,2. Grapefruit,3. Pungent,Sum,Stress,Depression,Pain,Insomnia,Headaches,width:100%,width:90%,width:60%,width:60%,width:40%,Sugar Mama,Dry Eyes,Dry Mouth,Anxious,,,width:100%,width:66%,width:33%,,,21,4.8,Indica
Focused,Uplifted,Energetic,Euphoric,Relaxed,width:100%,width:100%,width:85%,width:85%,width:85%,1. Citrus,2. Pine,3. Sweet,Srp,Inflammation,Pain,Depression,Muscle Spasms,,width:100%,width:100%,width:66%,width:66%,,Sugar Pine,,,,,,,,,,,3,4.7,Hybrid
Relaxed,Happy,Tingly,Uplifted,Euphoric,width:100%,width:80%,width:61%,width:52%,width:51%,,,,Spl,Stress,Depression,Insomnia,Pain,Fatigue,width:100%,width:54%,width:46%,width:25%,width:12%,Sugar Plum,Dry Mouth,Dry Eyes,Anxious,Dizzy,Headache,width:100%,width:85%,width:75%,width:4%,width:4%,50,4.5,Sativa
Relaxed,Euphoric,Happy,Sleepy,Tingly,width:100%,width:72%,width:60%,width:47%,width:31%,1. Earthy,2. Sweet,3. Flowery,Sps,Pain,Stress,Insomnia,Depression,Inflammation,width:100%,width:81%,width:63%,width:49%,width:31%,Sugar Plum Sunset,Dry Mouth,Dry Eyes,Dizzy,,,width:100%,width:40%,width:32%,,,45,4.7,Indica
Creative,Hungry,Relaxed,Uplifted,Happy,width:100%,width:83%,width:70%,width:45%,width:37%,1. Lemon,2. Sweet,3. Berry,Spc,Stress,Depression,Pain,Fatigue,Eye Pressure,width:100%,width:85%,width:57%,width:42%,width:28%,Sugar Punch,Dry Mouth,Dry Eyes,Headache,Anxious,Paranoid,width:100%,width:50%,width:37%,width:25%,width:25%,25,4.7,Hybrid
Happy,Sleepy,Relaxed,Uplifted,Euphoric,width:100%,width:97%,width:87%,width:71%,width:70%,,,,Sus,Stress,Insomnia,Pain,Inflammation,Depression,width:100%,width:80%,width:79%,width:70%,width:52%,Sugar Shack,Dry Mouth,Dry Eyes,Dizzy,Paranoid,,width:100%,width:93%,width:6%,width:1%,,109,4.6,Hybrid
Uplifted,Euphoric,Talkative,Relaxed,Tingly,width:100%,width:100%,width:100%,width:74%,width:74%,1. Violet,2. Citrus,3. Sweet,Scg,Depression,Eye Pressure,Fatigue,Muscle Spasms,Nausea,width:100%,width:50%,width:50%,width:50%,width:50%,Suicide Girl,Dizzy,Dry Eyes,Dry Mouth,Headache,Paranoid,width:100%,width:50%,width:50%,width:50%,width:50%,4,4.8,Hybrid
